model_name,category,entity,product_name,intended_purpose,month,service_type,source_file
美图奇想智能视觉大模型算法2-MiracleVision,服务技术支持者,厦门美图网科技有限公司,--,应用于图像生成场景，服务于企业端客户，通过对输入的文本或图片进行内容理解，生成头像、照片等绘画作品。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
万兴喵影AIGC生成算法,服务提供者,万兴科技（湖南）有限公司,万兴喵影(APP),应用于文本、图像、语音、音乐生成场景，利用第三方文心大模型算法、万兴天幕大模型算法、达摩院语音合成算法，根据用户输入的文本、图像或者用户选择的预置音乐主题和预置音乐情绪，生成相应的文本、图像、音频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
虎嗅文本生成算法,服务提供者,北京虎嗅信息科技股份有限公司,虎嗅(APP),应用于对话生成场景，根据用户输入的文本，生成文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
网易智能商品内容生成算法,服务提供者,杭州网易增盈科技有限公司,网易跨境AI助手(网站),应用于对话生成场景，根据用户输入的文本，生成相应的文本和图像回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
有赞营销文案生成算法,服务提供者,杭州有赞科技有限公司,加我智能-商家日常运营的AI助手(APP)、加我智能(网站),应用于文本生成场景，根据用户输入的文本，结合上下文，生成相应的文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
妙鸭生成合成类算法,服务提供者,未序网络科技（上海）有限公司,妙鸭相机(APP),应用于图像生成场景，根据用户输入的人物图像，生成具有特定风格的人物图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
创达魔方大语言对话模型算法,服务提供者,北京创思远达科技有限公司,Rubik Talk(APP)、Rubik Talk(网站),应用于对话生成场景，根据用户输入的文本，生成文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
创达魔方大语言模型算法,服务技术支持者,北京创思远达科技有限公司,--,应用于对话生成场景，服务于企业端客户，根据用户输入的文本，生成文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
百度语音识别算法,服务技术支持者,北京百度网讯科技有限公司,--,应用于语音转文字场景，服务于企业端客户，识别语音，生成识别后的文本信息。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
小度生成式语音合成算法,服务技术支持者,上海小度人工智能有限公司,--,应用于语音合成场景，服务于企业端客户，根据输入的文本数据和音频音色，合成目标音色语音。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
瀚海文本图像语音合成算法-1,服务提供者,数尺信息科技（上海）有限公司,瀚海智能平台(网站),应用于文本、图像、语音生成场景，根据输入的文本，结合意图识别，生成文本、图像、语音回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
瀚海文本图像语音合成算法-2,服务技术支持者,数尺信息科技（上海）有限公司,--,应用于文本、图像、语音生成场景，服务于企业端客户，根据输入的文本，结合意图识别，生成文本、图像、语音回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
智星AI大模型算法,服务提供者,北京广延科技有限公司,智星AI(小程序)、智星AI(APP)、智星AI(网站),应用于对话生成场景，根据用户输入内容，输出知识、文本、代码等内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
空迪AI变脸生成合成算法,服务提供者,上海空迪网络科技有限公司,AI变脸软件(小程序),应用于图像、视频中人脸替换场景，通过调用阿里云“人脸融合”API，根据用户输入的人脸图片，对用户选择的图片或视频模版中的人脸做融合替换。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
灵鹿AI图片合成算法,服务提供者,杭州哈匹科技有限公司,灵鹿AI(APP),应用于图像生成场景，根据用户输入的人物图像，生成具有特定风格的人物图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
有连云视频生成算法,服务提供者,有连云信息服务（上海）有限公司,有连云SaaS系统(网站),应用于视频生成场景，根据用户输入的文本数据和选择的预设视频模板，生成金融类相关视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
有连云图像生成算法,服务提供者,有连云信息服务（上海）有限公司,有连云SaaS系统(网站),应用于图像生成场景，根据用户输入的文本信息，生成金融信息相关图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
有连云文本生成算法,服务提供者,有连云信息服务（上海）有限公司,有连云SaaS系统(网站),应用于文章撰写场景，根据用户选择的证券类型、模板主题、证券产品等属性参数，生成金融资讯文章。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
冰鉴本立道生智能交互算法,服务技术支持者,上海冰鉴信息科技有限公司,--,应用于文本生成场景，服务于文本生成和对话问答类企业端客户，根据用户输入的文本内容，生成文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
虎博TigerBot生成算法-2,服务技术支持者,虎博网络技术（上海）有限公司,--,应用于文本生成场景，服务于文本生成和对话问答类企业端客户，根据用户输入的文本内容，生成文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
冰鉴本立道生信息生成算法,服务提供者,上海冰鉴信息科技有限公司,冰鉴本立道生智能生成算法(网站),应用于文本生成场景，根据用户输入的文本内容，生成相应文本。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
筷子一键成片视频生成算法,服务提供者,广州筷子信息科技有限公司,筷子一键成片(小程序),应用于视频生成场景，根据用户输入的描述文本和原始视频，生成带有新语音的视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
加筷文本生成算法,服务提供者,广州筷子信息科技有限公司,加筷智能创意平台(网站),应用于文本生成场景，根据用户输入的文本内容，生成相应文本。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
华藏通用大模型算法,服务提供者,上海智臻智能网络科技股份有限公司,华藏通用大模型(网站),应用于文本和图像多模态生成场景，根据用户输入的文本、图像，生成相应文本、图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
UGAI图像合成算法,服务提供者,北京鲜猿电子设备制造有限公司,UGAI绘画(APP),应用于图像生成场景，根据用户输入的文本或图像，生成图像内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
FlowUs文本信息合成算法,服务提供者,云上绿洲（北京）科技有限公司,FlowUs息流(APP),应用于对话生成场景，根据用户输入内容，结合历史对话数据，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
贝壳文本生成算法,服务提供者,贝壳找房（北京）科技有限公司,贝壳找房(APP)、瑶住(小程序)、Bella(网站)、HOME(APP),应用于对话生成场景，根据用户输入内容，应用语言模型，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
万木健康数字人驱动算法,服务技术支持者,成都万木健康科技有限公司,--,应用于数字人合成场景，服务于企业端客户，根据输入的文本信息，结合文本生成、语音合成、图像合成等算法，生成数字人视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
唯品会智能导购助手大模型算法,服务提供者,广州唯品会电子商务有限公司,唯品会(APP),应用于对话生成场景，根据用户输入内容，生成对话文本回复，实现商品推荐效果。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
逆水寒文本生成算法,服务提供者,杭州网易雷火科技有限公司,逆水寒手游(APP),应用于对话生成场景，根据用户输入内容，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
数问文本生成算法,服务提供者,上海数问科技有限公司,智能口语大师(APP),应用于文本生成场景，根据用户输入内容，实现问答对话、机器翻译、篇章生成、文本纠错等。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
新奇课堂智能问答算法,服务提供者,上海东双合信息服务有限公司,新奇课堂(APP)、新奇课堂(网站),应用于对话生成场景，根据用户输入内容，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
讯飞星火医疗大模型算法,服务技术支持者,讯飞医疗科技股份有限公司,--,应用于面向医疗的对话生成场景，服务于企业端客户，根据用户输入内容，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
哔哩哔哩语音合成算法,服务提供者,上海宽娱数码科技有限公司,哔哩哔哩(APP),应用于文本转语音场景，根据输入的文本信息和选定的音色，利用语音合成技术，将文本内容转化为语音。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
虾说内容生成算法,服务提供者,深圳图灵协同科技有限公司,虾说(APP),应用于文本生成场景，根据用户输入的文本内容，实现文本风格转换、智能问答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
星环求索数据分析大模型算法,服务技术支持者,星环信息科技（上海）股份有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本内容，结合金融等领域的数据分析，生成文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
画羽AI图像合成算法,服务技术支持者,福州华航数字科技有限公司,--,应用于图像合成场景，服务于企业端客户，通过预设的提示文字和参考图像，生成指定风格的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
Tiamat跨模态映射文字生成图片算法-2,服务技术支持者,榷识数字科技（上海）有限公司,--,应用于图像合成场景，服务于企业端客户，根据用户输入的文本，基于文本语义合成图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
荣耀大语言模型算法,服务技术支持者,深圳荣耀软件技术有限公司,--,应用于对话生成场景，服务于企业端客户，根据用户输入内容，应用语言模型，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
Molica生成合成算法,服务提供者,北京数字创联信息技术有限公司,Molica(APP),应用于智能对话场景，根据用户输入的问题，调用第三方API，生成相应的文字或图像内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
商量大语言模型算法,服务技术支持者,上海商汤智能科技有限公司,--,应用于智能对话、文本编辑场景，服务于企业端客户，根据用户输入的文本信息，生成相对应的文本内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
小智智能对话算法-2,服务技术支持者,北京信工博特智能科技有限公司,--,应用于智能对话、文本生成场景，服务于企业端客户，通过API或私有化部署形式，根据用户输入的文本数据，提供问答对话生成、文本摘要、文言文翻译等服务。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
知料AI生成合成算法,服务提供者,北京知料科技有限公司,知料AI(公众账号)、知料AI(小程序)、知料AI(网站)、知料AI(APP),应用于文本智能问答场景，根据用户的问题、指令等信息，通过生成合成算法，生成相关的文本。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
TCL智能文本生成算法,服务提供者,深圳TCL新技术有限公司,TCL+ (APP),应用于文本生成场景，根据用户输入的文本内容，生成产品说明和使用指导。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
达闼RobotGPT多模态具身大模型算法,服务技术支持者,达闼机器人股份有限公司,--,应用于多模态交互场景，服务于企业端客户，通过机器人传感器采集多模态感知信息，包括声音、视频、图像等，根据用户语音指令，输出多模态人机交互反馈。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
智启特AI绘图算法,服务提供者,武汉智启特人工智能科技有限公司,智启特AI创作平台(网站),应用于图像生成场景，根据用户输入的文本描述，使用AI绘图算法，生成符合用户需求的图片。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
元象XVERSE大模型算法-ToB,服务技术支持者,深圳元象信息科技有限公司,--,应用于文本对话交互场景，服务于企业端客户，根据用户输入的文本描述，使用大模型生成相应的回答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
出门问问图像生成算法-2,服务技术支持者,出门问问信息科技有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户输入的文本描述或图像，使用文生图模型，生成与输入相关的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
新数智能BeautyGPT合成算法,服务提供者,广州新数智能科技有限公司,数美链门店版(APP)、数美链(APP),应用于智能问答场景，根据用户输入的咨询问题，通过文本生成算法生成相应的文本作为回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
东方财富智能对话系统算法,服务提供者,东方财富信息股份有限公司,东方财富(APP),应用于智能问答场景，根据用户输入的文本，通过意图识别和实体识别等算法，输出与输入相关的文本。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
应事音频合成算法-2,服务技术支持者,上海稀宇科技有限公司,--,应用于语音对话场景，服务于企业端客户，通过分析输入的相关内容，结合历史对话数据，合成音频以对话形式呈现输出。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
好未来智能虚拟人算法,服务技术支持者,北京世纪好未来教育科技有限公司,--,应用于虚拟数字人合成场景，服务于企业端客户，根据用户输入的文本描述，通过文本合成、人脸识别、语音驱动等模型，生成具有嘴唇同步的视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
魔音合成算法,服务提供者,北京魔音云智能科技有限公司,魔音AI客服机器人(网站),应用于智能客服场景，根据用户输入的文本类问题，通过大模型生成相关答案。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
应事音频合成算法-1,服务提供者,上海稀宇科技有限公司,应事(APP),应用于音频合成场景，根据用户输入的文本指令，结合历史对话数据，合成与指令相关的音频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
火族科技人脸融合算法,服务提供者,深圳市火族科技有限公司,脸映(小程序)、AI作图实验室(小程序)、友友美图实验室(小程序)、趣玩图(小程序),应用于人脸图像编辑场景，根据用户输入的人脸图像，通过人脸融合算法，结合预设模板，合成新的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
查几智能对话合成算法,服务提供者,深圳万物语灵科技有限公司,查几(APP),应用于智能对话场景，根据用户输入的文本类问题，通过模型生成相应的文本类回答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
豆包企业版大模型算法,服务技术支持者,北京抖音信息服务有限公司,--,应用于智能写作、智能对话场景，服务于文本对话类企业端客户，使用已授权的文本类信息，通过API提供问答功能。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
火山引擎文本转语音算法,服务技术支持者,北京抖音信息服务有限公司,--,应用于语音合成场景，服务于企业端客户，通过将输入的文字信息转化成相应的语音信号，结合声学模型和语言模型来生成人类语音。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
好未来教育通用图文OCR算法,服务技术支持者,北京世纪好未来教育科技有限公司,--,应用于文字识别场景，服务于企业端客户，使用已授权的图像或文档，通过文本检测、公式识别、文本识别等算法，识别图像或文档中的文字。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
DFM-2东风大模型,服务技术支持者,思必驰科技股份有限公司,--,应用于文本生成场景，服务于文本生成类企业端客户，使用已授权的文本类信息，通过模型理解并生成相应的回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
智谱多模态文生图算法,服务技术支持者,北京智谱华章科技有限公司,--,应用于图像生成场景，服务于企业端客户，根据用户输入的文本，通过文生图模型，生成与文本相匹配的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
AIQ事事通生成合成算法,服务提供者,广州十八号信息科技有限公司,AIQ(APP)、AIQ(网站),应用于智能对话场景，根据用户输入的文本类问题，通过模型生成与用户问题相关的文本回答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
智谱多模态图生文算法,服务技术支持者,北京智谱华章科技有限公司,--,应用于图像理解的对话场景，服务于企业端客户，使用已授权的图像和文本，通过模型生成与问题相关的文本类回答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
触漫图像生成算法,服务提供者,广州艾范科技有限公司,触漫(APP),应用于图像生成场景，根据用户输入的文本类描述、图像，通过扩散模型生成与输入相关的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
笨嘴Chat合成算法,服务提供者,成都数有引力科技有限公司,笨嘴神器(APP)、笨嘴神器(小程序)、笨嘴神器(网站),应用于智能对话场景，根据用户输入的文本类问题，通过大语言模型生成文本类答案。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
元禾视频换脸生成合成算法,服务提供者,晋江元禾信息科技有限公司,视频换脸(APP),应用于人脸图像编辑场景，根据用户输入的人脸图像，结合预设模板及人脸融合算法，生成合成新的具有人脸特性的图像或视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
东方财富自然语言合成算法,服务提供者,东方财富信息股份有限公司,"Choice数据(APP)、东方财富(APP)、
妙想(APP)",应用于投资领域智能对话场景，根据用户输入的文本类问题，通过生成式大语言模型生成与输入相关的文本类答案。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
玖安AI智能助手生成合成算法,服务提供者,长治市玖安网络科技有限公司,AI智能助手(网站)、AI智能助手(APP),应用于智能对话场景，根据用户输入的文本描述，通过语义理解、意图识别，输出对应的回复信息。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
脸猫人脸融合算法,服务提供者,重庆风闻有你科技有限公司,脸猫(APP),应用于人脸图像编辑场景，根据用户输入的人脸图像，结合预设模板及人脸融合算法，生成新的具有人脸属性的图像或兼具姿态、动作等属性的视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
好未来中英语音合成算法,服务技术支持者,北京世纪好未来教育科技有限公司,--,应用于语音合成场景，服务于教学类语音合成企业端客户，提供通过文本，利用语音合成模型，生成特定音频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
唱鸭歌词辅助生成算法,服务提供者,广州欢城文化传媒有限公司,唱鸭(APP),应用于歌词生成场景，根据用户输入的文本描述，通过文本理解，结合相关规则，生成歌词文本。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
秀颜AI视频合成算法,服务提供者,上海鱼腥草信息科技有限公司,秀颜(APP),应用于人脸图像编辑场景，根据用户输入的人脸图像或具有人脸的视频，结合模板及图像生成算法，输出融合人脸的视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
闪剪智能多模态扩散算法,服务提供者,深圳市闪剪智能科技有限公司,逗拍(小程序),应用于人像特效编辑场景，根据用户输入的图像，结合预设文本描述，通过扩散模型，生成动漫或二次元风格的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
火族科技多模态扩散算法,服务提供者,深圳市火族科技有限公司,脸映(小程序)、AI作图实验室(小程序)、友友美图实验室(小程序)、趣玩图(小程序),应用于人像特效编辑场景，根据用户输入的图像，结合预设文本描述，通过扩散模型，生成动漫或二次元风格的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
趣推科技多模态扩散算法,服务提供者,深圳市趣推科技有限公司,闪剪(APP),应用于人像特效编辑场景，根据用户输入的图像，结合预设文本描述，通过扩散模型，生成动漫或二次元风格的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
东方财富虚拟主播数字人合成算法,服务提供者,东方财富信息股份有限公司,东方财富(APP),应用于虚拟数字人合成场景，根据用户输入的文本或图像或视频，结合计算机视觉及机器学习技术，生成真人视觉的数字人。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
东方财富公告内容提取算法,服务提供者,东方财富信息股份有限公司,东方财富网股吧(网站),应用于交易类问答场景，根据用户输入的关于公告的文本类问题，通过摘要模型或关键词提取模型，生成公告相关的文本类内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
光锥元AI图像生成合成算法,服务提供者,广州光锥元信息科技有限公司,Pokecut快咔(APP)、UniDreamAI绘画(APP),应用于图像生成场景，根据用户输入的文本和图片，生成最终基于用户参考图和描述语的全新绘画作品。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
哔哩哔哩评论弹幕生成算法,服务提供者,上海宽娱数码科技有限公司,哔哩哔哩(APP),应用于文字生成场景，根据用户在b站社区（弹幕、评论）互动的上下文信息，生成文本，实现用户弹幕和评论的智能补全和智能推送功能。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
网易伏羲语音生成算法,服务技术支持者,网易（杭州）网络有限公司,--,应用于语音合成场景，服务于企业端客户，基于用户输入实现文本转语音、语音音色转换、曲谱转歌声功能。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
鹏中科技多模态扩散算法,服务提供者,深圳市鹏中科技有限公司,秀脸(小程序)、百变face秀(小程序)、AI趣玩特效(小程序)、超级变脸秀(小程序)、秀脸FacePlay(APP)、FACEPLAY(小程序)、幸福拍(小程序)、照片会唱歌(小程序)、COS(APP),应用于人像特效编辑场景，根据用户输入的图像，结合预设文本描述，通过扩散模型，生成动漫或二次元风格的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
东方财富图片生成算法,服务提供者,东方财富信息股份有限公司,东方财富财富号创作平台(网站),应用于图像生成场景，根据用户输入的文本，结合图像模板，通过扩散模型生成与文字描述相关的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
拓尔思图像生成算法,服务技术支持者,拓尔思信息技术股份有限公司,--,应用于图像生成场景，服务于企业端客户，根据输入的文本内容，生成相应的图像。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
拓尔思文本内容生成算法,服务技术支持者,拓尔思信息技术股份有限公司,--,应用于文本生成场景，服务于企业端客户，根据输入的标题，生成相应的文章。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
拓尔思智能问答算法,服务技术支持者,拓尔思信息技术股份有限公司,--,应用于对话生成场景，服务于企业端客户，根据输入的标题，生成概要或主题，经用户确认后，生成写作大纲及相应文本。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
智云2D数字人合成算法,服务提供者,新华智云科技有限公司,MAGIC短视频平台(网站)、积木短视频创作平台(网站),应用于虚拟数字人场景，根据用户输入的文本、语音、图片、视频或激光扫描的点云数据，最终生成符合用户需求的2D数字人视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
智云3D数字人合成算法,服务提供者,新华智云科技有限公司,MAGIC短视频平台(网站)、积木短视频创作平台(网站),应用于虚拟数字人场景，根据用户输入的文本、语音、背景图片或视频，生成符合用户需求的3D数字人视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
TTS语音合成算法,服务提供者,新华智云科技有限公司,MAGIC短视频平台(网站)、积木短视频创作平台(网站),应用于语音合成算法，根据指定的文本、语音模型、音量、语速等参数，输出音频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
星纪魅族大模型算法,服务提供者,湖北星纪魅族网络技术有限公司,MYVU(APP)、FlymeAI(APP)、场景助手(APP)、Aicy大模型(APP)、通话助手(APP)、笔记(APP)、录音机(APP),应用于对话生成场景，根据用户输入的文本信息，生成符合用户需求的文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
MAXHUB会议记录总结算法,服务提供者,广州视臻信息科技有限公司,会议总结（MAXHUB智能硬件产品）(APP),应用于文本生成场景，根据用户输入的文本信息，结合用户意图，实现文档写作、阅读理解、概括总结等功能。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
语仓科技LS对话大模型算法,服务技术支持者,语仓科技（北京）有限公司,--,应用于对话生成场景，服务于企业端客户，根据用户输入内容，应用语言模型，生成对话文本回复。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
天工大语言模型算法-1,服务技术支持者,昆仑万维科技股份有限公司,--,应用于文本生成场景，服务于文本生成和对话问答类企业端客户，根据用户提出的问题，实现知识问答、多轮对话等功能。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
倚塔会话生成算法,服务提供者,杭州海动信息科技有限公司,倚塔(APP),应用于智能对话场景，根据用户输入的文本信息，生成符合用户预期的文本回答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
万兴智能文档算法,服务提供者,万兴科技（湖南）有限公司,HiPDF(网站)、万兴PDF(APP),应用于文本生成场景，根据用户上传的文档，实现文档摘要、文档问答、文档润色等功能。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
KOMOYO文本合成算法-1,服务提供者,骏斯（广州）信息科技服务有限公司,KOMOYO(APP),应用于智能对话场景，根据用户输入的文本信息，生成符合用户预期的文本回答。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
抖推猫人脸融合算法,服务技术支持者,河北抖推猫网络科技服务有限公司,--,应用于人脸图像、视频生成场景，服务于企业端客户，将用户上传的照片与特定形象进行面部融合，生成融合后的人脸图像、视频。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
北京领讯BT财经数据通财报分析内容生成算法,服务提供者,北京领讯时代文化传媒有限公司,BT财经财报瞬析(网站),应用于文章生成和问答对话场景，根据用户输入的文档，自动生成符合用户预期的文本和图像内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
万兴天幕多媒体大模型算法-1,服务提供者,万兴科技（湖南）有限公司,万兴天幕AI(网站)、万兴爱画(网站)、万兴播爆(APP)、万兴爱画(APP)、万兴智演(APP)、万兴播爆(网站)、HiPDF(网站)、万兴PDF(APP)、万兴喵影(APP)、万兴智演(网站)、万兴录演(APP),应用于多媒体内容生成场景，服务于企业端客户，根据输入的文本、图像、音频等数据，生成相应的文本、图像、音频等内容。,2024-1,generative ai,境内深度合成服务算法备案清单（2024年1月）.docx
大麦内容安全算法,检索过滤类,北京大麦文化传媒发展有限公司,大麦（APP）,对平台上发布的文字、图片、音视频进行内容安全风险识别，发现和处置违法违规信息内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
大麦搜索算法,检索过滤类,北京大麦文化传媒发展有限公司,大麦（APP）,应用于商品及服务信息检索，通过用户输入的关键词和地理位置信息，搜索满足需求的内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
懂球帝个性化算法,个性化推送类,北京多格科技有限公司,懂球帝（APP）,应用于信息流推荐，通过用户行为数据，推荐用户可能感兴趣的内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
BOSS直聘求职招聘推荐算法,个性化推送类,北京华品博睿网络技术有限公司,BOSS直聘(APP)、店长直聘(APP),应用于职位或候选人推荐，通过用户历史点击行为及意向确认行为，推荐用户可能感兴趣的内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
路标网信息检索算法,检索过滤类,北京聚集科技有限公司,路标网（网站、APP、小程序）,应用于搜索功能，通过用户输入的关键词，搜索满足需求的内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
酷我音乐个性化推荐算法,个性化推送类,北京酷我科技有限公司,酷我音乐（APP）,应用于音乐推荐，通过用户行为数据及歌曲基础信息，推荐用户可能感兴趣的内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
酷我音乐内容安全算法,检索过滤类,北京酷我科技有限公司,酷我音乐（APP）,对歌单、曲库、评论、用户信息中的文本、图片、音视频等信息进行内容安全风险识别，发现和处置违法违规信息内容。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
酷我音乐排行榜算法,排序精选类,北京酷我科技有限公司,酷我音乐（APP）,应用于酷我音乐歌曲排行榜及歌手排行榜，通过歌曲播放量、歌曲发行时间等信息，对歌手及歌曲进行排序。,2023-1,algorithmic service,境内互联网信息服务算法备案清单（2023年1月）.docx
